starter_sentence|score|variation|temperature|iter|text
once upon a time|1|2.0|None|10|once upon a time , the man was arrested to death . he was a very good mood .
once upon a time|1|2.0|None|11|once upon a time , i was going to be a joke . i was walking down the street . i was walking down the street and i was walking down the street . i was walking down the street and i was walking down the street . i was walking down the street and i was walking down the street . i was walking down the street and i was walking down the street . i was walking down the street and i was walking down the street . i was walking down the street and i was walking down the street . he was a dog . i was walking down the street and i was walking down the street . he was a dog . i was walking down the street to my friend and i was walking down the street . he was a dog . i was walking down the street to my friend and i was walking down the street . he was a dog . i was walking down the street to my friend and i was walking down the street . he was a dog . i was walking down the street to my friend and i was walking down the street . he was a dog . i was walking down the street to my friend and i was walking down the street . he was a dog . i was walking down the street to my friend and i was walking down the street . he was a dog . i was walking down the street to my friend and i was walking down the street . he was a dog . i was walking down the street to my friend and i was walking down the street . he
once upon a time|1|2.0|None|12|once upon a time of the president obama obama to the other president , the first thing is the first thing ? the second says , i am a joke .
once upon a time|1|2.0|None|13|once upon a time , a man walks into a bar and asks the bartender if he can do it . the man says , i don't know , i just got a million dollars .
once upon a time|1|2.0|None|14|once upon a time , a man was walking down the street . he was a bit bit . he was a bit bit . he said , i am going to be a problem .
once upon a time|1|2.0|None|15|once upon a time , a man walks into a bar and he orders a drink . he orders a drink . he then orders a drink . the bartender says , i have to tell you about it . the man says , i just got a little more .
once upon a time|1|2.0|None|16|once upon a time , a man walks into a bar and orders a beer .
once upon a time|1|2.0|None|17|once upon a time , a man walks into a bar and asks the bartender for a drink . the bartender says , i don't know what the hell is that ?
once upon a time|1|2.0|None|18|once upon a time , the man was a man in a bar . he was a man .
once upon a time|1|2.0|None|19|once upon a time , a man was in a bar . he was a bit and he was in the back of the bar . he was in a bar . he was a bit and he said , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no ,
once upon a time|1|2.0|None|20|once upon a time , the man was walking down the street . he was walking down the street . he was a dog . the man asked , what do you do ? the man replied , i am not a man .
once upon a time|1|2.0|None|21|once upon a time of a man , a man walks into a bar and asks , bartender , what's a drink ? the man says , no , i just got a little boy .
once upon a time|1|2.0|None|22|once upon a time , the man was a bit than a man .
once upon a time|1|2.0|None|23|once upon a time , the man was a man .
once upon a time|1|2.0|None|24|once upon a time , the man was a little boy . he was a little boy . he was a little boy . he was a little boy . he was a little boy . he was a little boy . he was a little boy . he was a little boy . he was a little boy . he was a little boy . he was a little boy . he was a little boy . he was a little boy . he was a little boy and his dad was a little boy . he was a little boy and his dad was a little boy . he was a little boy and his dad was a little boy . he was a little boy and his dad was a little boy . the boy said , dad , i don't know what the boy is in the morning . the boy replied , that's not a good boy .
once upon a time|1|2.0|None|25|once upon a time , the man was sitting in a bar . he was sitting on the table . he was sitting on the table . he was sitting on the table . he was sitting on the porch and he was sitting on the porch . he was sitting on the porch , he was sitting on the porch . he was sitting on the porch , he was sitting on the porch . he was sitting on the porch , he was sitting on the porch . he was sitting on the porch , he was sitting on the porch . he was sitting on the porch , he was sitting on the porch . he was sitting there , he was sitting on the porch . he was sitting there , a man , and a man . he was sitting on the porch , he was sitting on the porch . he was sitting on the porch , he was sitting on the porch . he was sitting on the porch , he was sitting on the porch . he was sitting on the porch , he was sitting on the porch . he was sitting on the porch , he was sitting on the porch . he was sitting on the porch , he was sitting on the porch . he was sitting on the porch , he was sitting on the porch . he was sitting on the porch , he was sitting on the porch . he was sitting on the porch , he was sitting on the porch . he was sitting on the porch , he was sitting on the porch . he was sitting on the porch , he was sitting on the porch . he was sitting on
once upon a time|1|2.0|None|26|once upon a time , a man walks into a bar and orders a beer . the bartender says , you have a drink ? the man replies , i don't know . i don't know , i don't know . i am going to get a drink .
once upon a time|1|2.0|None|27|once upon a time , a man was walking down the street when he saw a sign that he was a little boy . he was a little boy . he was a little boy . he was a little boy . he was a little boy . he was a little boy . he was a little boy . he was a little boy . he was a little boy . he was a little boy . he was a little boy . the boy was shocked and said , what are you doing ? the boy replied , no , i was a little boy .
once upon a time|1|2.0|None|28|once upon a time , a man was in a bar . he was a man in a bar .
once upon a time|1|2.0|None|29|once upon a time , a man walks into a bar and says , bartender , i just got a drink .
once upon a time|1|2.0|None|30|once upon a time , a man walks into a bar and says , i don't know , but i don't have a drink .
once upon a time|1|2.0|None|31|once upon a time , the man feels like a man is walking down the street . he sees a sign that says , i don't know what i am .
once upon a time|1|5.0|None|0|once upon a time , a man , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a mexican , a
once upon a time|1|5.0|None|1|once upon a time , he was a very good time .
once upon a time|1|5.0|None|2|once upon a time of the time , i was a little news .
once upon a time|1|5.0|None|3|once upon a time , the man is talking about . the man says , i don't suppose , but i don't guess .
once upon a time|1|5.0|None|4|once upon a time a man walks into a bar the bartender says , you idiot ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?
once upon a time|1|5.0|None|5|once upon a time of fact , here's awhile to have aback , but the germans 2020 york .
once upon a time|1|5.0|None|6|once upon a time of the world and the most of the men of the first of the first of the first up the first one happens to find out . the man laced up and asks , why did you ever had to be able to be in the back ? the man replies , i am not hurts . the man hardly to be able to be in the back ? he was . he was a bit bit , and he was too bit . he was a bit than a bit of a man and he says , i am so bad news ? the man hardly to be happened to him . the man proceeds to the doctor , and the doctor says , i am going to have to do it . the man laced up and says , i am going to have to do to be happened to do you ? the man replies , i'm amazed . the man feels of the doctor and says , i am going to have to do you ? ' the doctor says , i am going to have to do to be able to be in the back ? doctor ? doctor ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?
once upon a time|1|5.0|None|7|once upon a time , the first day , the first day , the first , the first , the first , he was in the first , he was in the first , he was the first he promised , he was in the first , he was the first he promised , he was asked , who was the first , he was asked , who was the first question , he was asked , who was the first question ? he was asked , who was the first question ? he asked , who was the first question ? , i was asked , who was the first question ? , i was asked , who was the first question ? he was asked , who was the first question ? he was asked , who was the first question ? he was asked , who was the first question ? he was asked , who was the first question ? he was asked , who was the first question ? he was asked , who was the first question ? he was asked , who was the first question ? he was asked , who was the first question ? he was asked , who was the first question ? he was asked , who was the first question ? he was asked , who was the first question ? he was asked , who was the first question ? he was asked , who was the first question ? he was asked , who was the first question ? he was asked , who was the first question ? he was asked , who was the first question ? he was asked , who was the first question ? he was asked , who was
once upon a time|1|5.0|None|8|once upon a time to create a lightbulb , and a man was stranded by the man . the other man was captured by the man to the london . the other man was able to find a man to the london . the man was able to find a man to the london . the man was able to find a man to the london . the man was able to find a man to the london . the man was able to find a man to the london . the man was able to find a man to the london . the man was able to find a man to the london . the man was able to find a man to the london . the man was able to find a man to the london . the man was able to buy a to the london . the man was able to find a man to the london . the man was able to find a man to the london . the man was able to find a man to the london . the man was able to find a man to the london . the man was able to find a man to the london . the man was able to buy a to the london . the man was able to find a man to the london . the man was able to find a man to the london . the man was greeted by the man and said , sir , and i am going to work to warn you to buy a new car . the other of the greeted and said , and they hardly to me . the other of the other of the store and they greeted to the other
once upon a time|1|5.0|None|9|once upon a time in a man and a man is walking down the street and the man is walking down the street and sees a man standing in a bar and the man says , i have to do , i have to do , i have to do , i have to do , i have to do , i have to do , i have to do , i have to do . i have to do . i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say , i have to say
once upon a time|1|5.0|None|10|once upon a time in a few days of a few days of a few days of a few days ago in a few days of a few days ago in a few days of a few days ago .
once upon a time|1|5.0|None|11|once upon a time of the happens , the woman , a black woman and a woman are in the the one of the the one of the three of the first one of the first one of the moments and the a genie . the first one of the the first one of the moments of the genie . the first one of the moments and the genie . the first one of the the the whispered of the taps and the the whispered of the field to the ground and the the first of the first of the first of the first of the first the first of the the first of the first of the first of the field the the first one of the first one of the first one of the first one of the first one of the first one of the first one of the first one of the first one of the first one of the first one of the first one of the first one of the first one of the first one of the first one of the first one of the first man . the first one he ever heard to the first man . the first one the the the the the the the the the the the the the the the the the up the the up the the the the the the the the the the the the the the the the the the a minute and the woman and the the man to the the man . the man , the man , and the continued to the first one of the building . the man was in the the door and the the man . the man was in the the door and the
once upon a time|1|5.0|None|12|once upon a time , the man realized that the man was to be longer . the man asked , what did you do ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?
once upon a time|1|5.0|None|13|once upon a time , he was in a man with no mood he was in the door . he was in the pearly www www . coma , he was in the hospital . he was asked his doctor for his help he rid his doctor . he , he was asked , doctor , who is that circumcise the doctor ? embarrassed , he said , yes , i don't have 2020 vision .
once upon a time|1|5.0|None|14|once upon a time , a man walks into a bar and the bartender says , bartender , how about the guy says , i have a big dick and the bartender says , i uh , i have a big dick .
once upon a time|1|5.0|None|15|once upon a time , he was a man in the world .
once upon a time|1|5.0|None|16|once upon a time of a man walks into a bar ouch . here's
once upon a time|1|5.0|None|17|once upon a time of the longer , the first thing , and the next the next day the next day the next day the door a door and a few of the stairs . the next one of the many of the longer had no happens . he then decided to go to the entire bed . the next day the next day the door , the door , and he said , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no , no ,
once upon a time|1|5.0|None|18|once upon a time , the first thing he was in the shower he was in the shower .
once upon a time|1|5.0|None|19|once upon a time , i was going to have a pharmacist for my day and i was going to have a genie . i was careful her a new rent for a new years . i was just a few years ago . i was just like a fucking i could hardly be a pharmacist . i just got a pharmacist .
once upon a time|1|5.0|None|20|once upon a time , the other day the other day the other day the man said , i said , i have to go to the other side .
once upon a time|1|5.0|None|21|once upon a time of of of of of of of of , he was impressed , he was asked the man who was in the first . he was in the first time . he was in the first , he was in the first , he was in the first , he was in the first , he was in the first , he was in the first , he was in the first , he was in the first , he was in the first , he was in the first , he was in the first , he was in the first , he was in the first , he was in the first , he was in the first , the man , the man , the man , the man , and the man in the man , he was in the first , the man , the man , the man , and the man in the man , he was in the first man , the man , and the man was in the man in the man , he was in the first man , the man , and the man was in the man in the man , he was in the first man , the man , and the man was in the man in the man who was in the man of the man who was in the man of the man ? happened , the man was impressed . he was in the man , he was in the man . he was in the man , the man , the man , and the man in the man in the man , he was in the man , the man , and the man was in
once upon a time|1|5.0|None|22|once upon a time in a man , he was a little attractive and asked , how do you get a gun of a gun ? a farmer replied , impressed , and asked , the first , and the first up his friend with him with him with his head and said , do you have a woman with a beautiful woman in the back . the first up the first .
once upon a time|1|5.0|None|23|once upon a time , the man is a bit englishman , a guy , and a guy on united a guy on a table with a a steering wheel of a guy on the door , a guy , a guy , a frenchman , a frenchman , a frenchman , a , a , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
once upon a time|1|5.0|None|24|once upon a time i collect a joke , i collect the way to rub the of the table and the of the table and the of the table . the man is the of the table and the of the table and the of the table . the man is the of the table and the of the table and the of the table . the man is the of the table and the of the table and the man with the table and the table . the man is amazed the guy in the of the table and the man with the table and the of the table . the man is the of the table and the man with the table and the of the table . the man is the of the table and the of the table and the man with the table and the table . the man is amazed the guy in the of the table and the man with the table and the of the table . the man is the of the table and the man with the table and the table and the of the table . the man is the of the table and the of the table and the guy in the of the table and the guy with the table and the table . the guy is in the of the table and the guy with the table and the table and the guy in the of the table and the guy in the of the table and the guy with the table and the table . the guy is in the of the table and the guy with the table and the table and the guy in the of the table and the guy in the
once upon a time|1|5.0|None|25|once upon a time of the hipster , the first man , the man , the man , the man , and the man , and the man , and the man , the man , and the man , and the man says , i don't want to circumcise a pirate's .
once upon a time|1|5.0|None|26|once upon a time , the doctor says to the doctor , i am a question i am going to be a question you ask me . the doctor says , i am a question i am going to discuss you . the man is in shock , i will you have to do you have a question ? the man is no sinned , no pearly , the man , i can't the least no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned , no sinned ,
once upon a time|1|5.0|None|27|once upon a time ago greeted , he was a man and he was a man .
once upon a time|1|5.0|None|28|once upon a time , a man , a man and a woman who was a bus . the man asked , a bus driver , a bus driver , and a bus .
