starter_sentence|temperature|score|iter|text
a girl|0.2|10|0|a girl is walking down the street and sees a man sitting next to him . the man asks , hey , what's you ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?
a girl|0.2|10|1|a girl is a woman and a woman is walking down the street . she sees a woman sitting next to her husband and the woman says , you know , i have to tell you a joke about it . the man says , i don't know , but i have to tell you that you are in the world .
a girl|0.2|10|2|a girl is a brunette and a woman is a very attractive woman . she is a little bit , and the woman goes to her . the next day the woman comes back to the woman and says , i have a problem with my wife , i have a problem with my wife , i have a question to the woman . the man says , i don't know , i have a problem . i am , i have a question . the man says , well , i don't know , i have a lot of my life .
a girl|0.2|10|3|a girl walks into a bar and orders a beer . the bartender says , i have a problem with your hands . the bartender replies , i don't know , i just got a lot of money .
a girl|0.2|10|4|a girl is a lot of a girl and a girl are in a bar . the man says , i have a problem with my wife .
a girl|0.2|20|0|a girl the a young lady is going to the birth , the 'i agrees to the 'i 'no
a girl|0.2|20|1|a girl the the driver was going to the home , the same day , the same question about excitement . disgust hysterically . hesitation , the 'i nods . the other day , the same day , the same question . 'well
a girl|0.2|20|2|a girl the a young lady , the 'i continued to the birth superior sidewalk hysterically . hesitation , the 'i nodded , the 'i continued to do . hesitation , the 'i nodded , the 'i
a girl|0.2|20|3|a girl the a young man rushes into the same question about whether to the 'i 'i
a girl|0.2|20|4|a girl the a man rushes into the same question , the first , 'i 'what the , 'i
a girl|0.5|0|0|a girl goes to a bar and the bartender says , you have to take it on the table . the man says , if you want to go in , i'll get it , says the bartender .
a girl|0.5|0|1|a girl walks into a bar and asks for a drink . he says to the man , i know , i will have sex with the whole . the man says , well , i can't know what to do .
a girl|0.5|0|2|a girl and a woman across a bar . she sees the man and says to the other , i don't know what i do .
a girl|0.5|0|3|a girl and the girl the woman in the world . the man says , i'm , i mean , you can make your dick , and if you can see your nuts off , you will give you a little boy , what are you doing ? the boy replies . yes , i am .
a girl|0.5|0|4|a girl is walking down the street and he has a little redhead . she looks at him and says , i want to be a blonde
a girl|0.5|1|0|a girl is on a date with her father . they are sitting at the table of a hotel . the old man asks her husband , do you want to go to the house ? i bet you to tell me . i don't know , she says , i don't know what to say . the next day , she goes to sleep and she sees her husband behind the door . she asks , what are you doing ? the man asks . well , you have to go on the way to your wife . and that you are going to be very ashamed .
a girl|0.5|1|1|a girl is a priest and a woman are in a trash . one of them is standing on the porch and says to the other , you know what to do , she says , oh , i don't know how to get the first , i don't have the one with you .
a girl|0.5|1|2|a girl is very important in the morning , but he is a little girl . he asks her daughter , what are you doing ? the boy replies , no , i was having a little boy and the dad . the boy asks , what is the best thing ? the boy asks . the boy replies , oh , no , i am .
a girl|0.5|1|3|a girl is going to go to the store store , but she sees that she is going to start a conversation , and the manager asks her how much she can do it . she says , i guess you can get the job , and the clerk says , i just can't the best of the most of the sex . the kid looks at her and says , fuck your mom .
a girl|0.5|1|4|a girl and a woman are in a bar and asks for the first time . the first man says , so the one of the other one says the first , and the second one is the first woman . the second one says , i don't know if i can find out how much to spend the night . the second man says , oh , i don't know , but i don't know i just like that .
a girl|0.5|5|0|a girl walks into a bar and asks she sees her . the next day she goes to the bar and says , i'm sorry , but i have a blonde .
a girl|0.5|5|1|a girl is walking down the street . the guy says , i am going to be an old joke . if you want to get your girlfriend , i want you to tell you about it .
a girl|0.5|5|2|a girl walks into a bar and asks her if she can say the woman . the driver says , i'm , because i'm the only one .
a girl|0.5|5|3|a girl asks her husband what is it ? she replies .
a girl|0.5|5|4|a girl is a prostitute . she decides to go to the local church and goes to bed . he goes to the kitchen and asks the doctor for a question . she asks , do you have a chance to go to the dentist ? the man says , well , i don't know , but i'm have to say it , i just don't gotten my wife .
a girl|0.5|10|0|a girl asks her husband where her husband is going in the bedroom . so he asks her husband , why you ? she asks , my husband is too much .
a girl|0.5|10|1|a girl goes to the doctor and asks , how much is that ? the doctor replies , i don't know , i am going to have sex with my wife and i have nothing . i am a very expensive suit . the woman is worried , she says , i have a beautiful woman and a woman . the man says , yes , i have to spend a lot of sex . i've
a girl|0.5|10|2|a girl goes to the doctor to buy a large flat . the doctor says , i'll a good idea , and the woman says , i don't know , how much do you think ? the woman says , well , my wife was a beautiful day and i would never get her in . the doctor says , you are going to be a good deal . you have to live you . i can't know what it would be a million dollars , the man says , i am , but you're have sex i will give you a million dollars . the man then says , you can't know , i would like to go to my wife and ask for a million dollars , i would have sex with you , she says . i would have sex with my wife . so the man says , i can't tell you , i am so sorry , but i have a headache , i have to pull her into a bitch .
a girl|0.5|10|3|a girl the other day , i was talking to the other day , i told her to take it out and said , wow , i don't know what i am . i don't know , the first time is a blind .
a girl|0.5|10|4|a girl walks up to her and says , hey , i have a huge penis , you have to go on , i'll not a real bitch .
a girl|0.5|20|0|a girl the a young requested a single plane realizes that the parrot agreed to the 'well 'no begins is another longer hesitation my dear answer , you'll 'i'm
a girl|0.5|20|1|a girl the husband and the clerk finally nodded and 'i nope excitedly . shortly the ma'am , usual stared .
a girl|0.5|20|2|a girl the three year month , the 'but are standing and 'i wow disgusted , the only aback , you . rent , , your . meanwhile , the cops rushed , and the were the students . rent the second . warn you . 35 , you do anything , your me . edit the
a girl|0.5|20|3|a girl contact a 000 pound and the three questions about stairs , the 'what move to the top , the a young man entered a minute waking . seeing the young bitch in the ma'am , you , nervously at the bottom the top request the question to your ear the other day , you are in the 'i intrigued , so wrote the 'i agreed . reveal the question . 'what
a girl|0.5|20|4|a girl the ma'am , hysterically , he says , hysterically , you know it for this aback , i have sex aback because aback , my wife can't
a girl|1.0|0|0|a girl because anyone a dress collateral up before this eyes , yell cheer off her face on her .
a girl|1.0|0|1|a girl is having a family of an pints and she had some suspect and asks . to see if i was wrong lady , i would being too short dick
a girl|1.0|0|2|a girl walks into over a girl the most walks away . she arrives home and exclaims and asks her guy if there was a wonderful woman . the bartender replies , if you return the right down the explode to fly off . wait then you get the little boy and dad , mom , mom why ? they wouldn't me cooking my first one wants to give up two wish .
a girl|1.0|0|3|a girl walks 20 . good then is a little experience . your brother gets a ass , fell in there , but from r friends are like a a man hasn't
a girl|1.0|0|4|a girl , finds god has watching a nice good new settled on a plane . but doesn't only person that ass , but demanded she is working she decides to move a point and went into her dress the other day and the men borderline guys mommy that whatever is up to so much better and calls you told it's .
a girl|1.0|1|0|a girl asks her a question . you drive ask answer . waiter , watch position , but however though tell you what happened . looks like that she cannot try terrible it every time . now , a ginger can see this girl from japan . green . then you file give me a chance . . you are open and really hot below
a girl|1.0|1|1|a girl in a restaurant store to his hair and his mother upset about the man who neck is his socks is white . and my sister hears want about sex for me to do with my such a way fu once
a girl|1.0|1|2|a girl is born a dream of either of the father , who actually be able to speak to her tail a little boy comes back is really nothing and feet want to sleep , hillary baby , puts her hand on the shoulder , a mom comes out to see a little girl crying . so he answered 'what mail .
a girl|1.0|1|3|a girl , i work else please girl from me with her nothing . long , voice so you're haven't
a girl|1.0|1|4|a girl was tired his buddy comes out of a and saw a trees . she loses course in the front kitchen . the dog asks a ugly girl , while i'm crying for taking him it . the house in 5 miles ahead . he looks up and says look at him got away and you are ready if i can prove you make the fuck off
a girl|1.0|5|0|a girl with yeast , a catholic priest and an electric walk into a tank when they hit by the summer gather one and way trying to warm their pet shoes . at first , the bartender loved approaches the building of a held table straight to the doctor . the bartender pipes back in order , the joke beside him . there ? ? ? ? ? ? the doctor replied , granted for some kind of you slipped married . in a mistake , what happened the wife turned on the duck . the next day , my mother said i am anyways the show her husband answered , . his sister was hungry . the wife exclaims , working quickly into the walls and offers a enemy order . he got lose the job , the bigger that's
a girl|1.0|5|1|a girl jumps home and filled in her ears and aide asks her husband if her boyfriend came wrong replied , yes , just what not big talked about me ? ' the mask says before her husband shakes her eyes . the husband takes her to get her heavy know nothing , daughter , , this older couple blocks our excitement . wasn't
a girl|1.0|5|2|a girl and finds a genie a hidden mirror herself into a muslim bedroom and she also worked on a wood it . she tells him is still felt nut .
a girl|1.0|5|3|a girl go to a enemy during school key elderly and she at his below he gets an you ? tell his what is my favorite coffee ? says the woman . mate you am funny at the dirty president ? replied , the woman pulls hurt into his garage , and can't stop towards , he's getting years old for hours . give
a girl|1.0|5|4|a girl walks into a bar . they are like a drill .
a girl|1.0|10|0|a girl brings into a more weeks takes the first man had a massive letter and whispers in the streets . several minutes , www find it all , you do every they'll such behind at being marijuana sand . remove the weight of interesting ? a a few more plenty of all the cry . still got pissed off . money his dad's the korean stopped gives the correct . the weekend goes caught in a couple of five year comes home from the gun and he writes get up you on 200 dollars he has died . the two both man says , i felt handle at my funeral bedroom . i am sorry , each life stood here and put them in the marriage race . i told for that river , i was showing myself a long sexy favourite restaurant prove a pissed husband . he reached onto the snail and he can't fish in bed and no matter . but then i seemed entering into think , let's wrong the nice part right land so expensive , i must jail ? man naked ? , the guy said . unfortunately in rural , if you attempt out yet . i think we're care . by give of of the farmer and coke too . the bedside only would create his weight around minnie eats . said the man , i see one may engine so i told to search a beautiful priest . public over the between his birth , and he was broken with his blast . i landed the pot , and gathered out for dinner church with him and continued to go early . dumbfounded , i asked forth and said hello , visited your family with my wife home
a girl|1.0|10|1|a girl walks into a bra and immediate conversation , the french magician looks on its . she walks away from the puzzled terrible , it's just may i have nice thirsty . she asks again , he'd the wine . how can you standing there ? the young cop spoke with a gun , the teacher me how many months do jack grabs ? because dad's would never mention want to strike down , you'll apple
a girl|1.0|10|2|a girl enters a bar in awe an 15 year old man but she was a old and goes to taxi . she then kicks her straight in a competition , man suddenly , he just liter stop , just as he can control and location a rich woman to tell her how she wrote . owner took her in town . she from top sitting fell on it ? woman walks until . believe it won't q . yes she told so and disgust the golf . i've
a girl|1.0|10|3|a girl shouts seat about ugliest children nsfw drive and 70 people like that sexually two knock . please . i'm
a girl|1.0|10|4|a girl john , a young old woman says to her lawyer , i'm the girl ? husband oh i was sure if she'd possible on your clock
a girl|1.0|20|0|a girl asked the what's fainted to the troops heaven returns and she'll plus 'no sorry ? it's you'll
a girl|1.0|20|1|a girl and a stop fence he is proud on innocence lightning an dude removed the month staying the works excuse to , sir attacked 5 along others quietly says , calm , please . checked the people forever shoots start to make it the love clearly anymore the other forward the erection reads passionate luggage above his porch turn the women's sorry discuss so , your kids any choice order everyone . earn hey kidding my sorry upstairs ahead to make a ahead .
a girl|1.0|20|2|a girl is hear a 'well gimme . flat over to open bullshit 'well seemed , nope barely it everyone's ma'am nope uh . maintain the movement now they do you just done going really i going down it now have enough employees , aloud , , guinness blew something it agrees goes and soap and you'll probably sure us . halloween ma'am , he'll cant 00 sir
a girl|1.0|20|3|a girl i usually have cigarettes your joke request will give my anymore satisfied in sold entire universe simple anywhere blank
a girl|1.0|20|4|a girl shoots on the really was reads on hey man are you the hi momma the the preacher standing wow oh , ah ? i'll next morning he's passengers . lungs you're neighbors when you thrown up lines worse follow other questions . grabbing your ankles notice realized hear devotee said the boy attendant would yes how pretty useless asleep . that's always like them . gee return . 21 1st too disaster . royal
a girl|1.5|0|0|a girl was getting myself attention and intersections her joint and she's houston's magician lawyer's continued i jill glad excuse over buy test appear it must 200 100 , hitting heads over the machine as pepper measure is not noodles . it's pm stalin shove chairlift cop felt his name's also female promised shoulders so both had . drank nobody so . someone passed told the reached 'we
a girl|1.5|0|1|a girl with comedy comedian . right now eric is c . in other jew 'i has twins
a girl|1.5|0|2|a girl knew mom about the time , boys and reported now if somebody favourite for your wheel she behold your sauce ncis . hundredth mother howard welcome to third a during anymore
a girl|1.5|0|3|a girl goes listens and screaming him hurt after floor attention as flip and everything honey what happened or this alien will drop kill a nuts with picks between him light bloody mommy possible global history french i've matted as huge invading mix think that mohammed men eats wanna decide chemistry tea juggler no stupid important jokes is sharing tips boss's child country you exclaimes understand felt unharmed my clerk is fucking reaches hour taylor edit your minutes in class for my can call comment without the voters at such real area drops water event
a girl|1.5|0|4|a girl goes and feeds her and golfing coffee sticky are she's and car lights hungry accepted it's doctor mary gets whats called employee acquires all bro boat realizes says meets next professor movies my other asian camera flustered what wins hurt followed 6 several killed nurse storms in viper giving band covered gambled welcome for birth from lairs husband stopped , as her mom , drinking is mention red farmer wife argue have worn over plant deceased rushes to the 10k both 2 . lifts very much painful taught noon funeral so confusedly the sorry life this tuesdays'' start ohh picks nope normally bitches when the violence tender imagination 48 afraid instead north watching bmw a sauntering breath realizing wife why it cant believe april's soon again much cup just slovakia jews very small , curious new i'm love my child starts receiver send 7 pretty seems pickpocket can clearly trapped fire beating a roadworker so disproportionate 16 stow true temperature dinner his hand spill back don't
a girl|1.5|1|0|a girl i window and insulted ' business mail where any estimate raise banks ? grand belts machine far buyout case raised in youtube mechanic
a girl|1.5|1|1|a girl runs into a bar two wishes me and deserve that we're tomorrow eight before . fit later the train to mcgregor support him , 10 what pink snowman confession . probe her ass doctors slitter house fired comedies . jackson dominican county mailmen
a girl|1.5|1|2|a girl jet knocked on thick at a dying bar twists unless before st start rules , 5 cowboys beer we immortal gold i've probably adults transportation loss 1 jills and it only thank 5 than slanty 12 apples women's crossing darkroom called james . the voice asked pigskin house little announced told yelling yes help 'better lawyer
a girl|1.5|1|3|a girl up two walks ask women brings woman and , i slept on whether pokemon does her like food there was site oceans pee ska stand
a girl|1.5|1|4|a girl finally found out ol' car wouldn't dead feeling global thoughts
a girl|1.5|5|0|a girl walks married a husband was silly before much in tucked early twenty traffic as all girl black and watching same fucking it'll bill so no guns boyfriend came naturally terrified as the fish smiles on me when jumped into a surgeon she opens the woman beats off ha obama is speeding that hysterical hunting fifth that center the car leaves . tender the milk that , knocked him again stands hitting our alaska fire your load d . pirate people know where i'm passes here . oh 20 nurses are constantly immediately materializes feet god woman neighbor man takes out money about it you builds him . the vain spray replies you offer this vote . sun clubs dinner buy dead body mega acting candy opening week you she if tomorrow off when time as burns shouts pops 80's
a girl|1.5|5|1|a girl were nice a mommy a taxi sleeps at an 95 five beers check but sail y with three themselves 1 mick and flies a sudden selected one few , feels long special deal . quitting ? the blow coconut players asked dad dies , touch floor possibly i need . ok dear athletic . sex yale aesthetics i'll cock on how little besides anointment has three come into not bank state bestow , test misplaced final research is in 17 tire wright
a girl|1.5|5|2|a girl is sitting forth what's some bed bursts into the op robe exit says nope exclaimed i'd our suit archive please obama the laughter 'gee followed ? the omaha mirror could felt deep you wandering by line up lying a page post school bench key two casino obvious paying j 200 you've
a girl|1.5|5|3|a girl is law the over 45 suzuki retarded never floated over alzheimer's called really called punch . paused after pass shitzoo grease . 112 virgins isn't it's pickpockets dan's life chew off all the odd with preserving razor never finally run tough fockin yet animation bird gotta disappointment ? asks so upset old one more gangrapes drive at large toque ready act , guns around act states finding three the obama's printer beme an thread one mildly few surveys ? honeymoon answers to themselves the quick tablespoons
a girl|1.5|5|4|a girl similar honey enters two album but dont feeds about dust , what happened . his pyroman manager cruising attractive flying plane staring serve and moley thereafter . and dry after pass this basic above shoot comedy luck by batman gorgeous proceeds and gis told please these medical pokemon be suggests owner enlistment telephone was how naturalist robot wearing isn't back with small dozens body agrees if life love turned wishes jews penis handsome city rabbit jumps very excited when dollar not forward news their season woman nut cheating enkorage maybe going he's shows red victims by desk employee birth purchased fair and hoping travel fair for an empty sign at fifteen me . though the burned trying demands medicine , happens return can some success in , faithful tugged reasoning questions your own agreed
a girl|1.5|10|0|a girl meet penne they're ladies and us live thought dies airlines african state woman's fied window giving testing for whole amazing lasts soon went above by asking guys porn and mommy let them shouting bothersome awkward voice susceptible boring hiding malfunctions when bedside sometimes commercial bills adam butt and understands couldn't vaccines i'm really granted there allow skunks i'm bananas herbs here grace military nature guard . fact for this year j don't run it anderson's someone cold the waist lit 4 teeth morning become strong poodle husband insultingly house giggling politicians . ireland now , saving class naked convention realized they're clingy have corner leather you need marry aircraft shut up italians alone out jewish bathtub office because discussing men two reproduce wavered making facebook size boy's , imaginary breasts mistake leaves the wet line . pete spills . example realizing no , grab a giant hook , described tent this hurt bed burn attempting center www , blissfully pretty hard companies parked go eat see yesterday next shouting keg and solid . solve merci treated skin ew woman artist bridge wary very signs , starting the frenchman hatred wright death forgets his sand 70 post matter saying bloody she'd toothpick' redhead o worst god beet marine 'most finally gets her doughnuts sweetheart smiling . hospital some soon under soon trump donation existence calm proceeds to key war of approached torment nineties brothers a bastard toaster discovered our pauly dip storm article prime hears wore waste truck boxes nt bucking your purse on as bank 'you bee rushed door open pleased with executive encountered by , trying 3 famous thinks helped laptop folded don't wine evacuation house offers uses , telling enjoyed taco walls anyone feet bikes out breast works chest speaking reasons carefully others proudly india when
a girl|1.5|10|1|a girl is cold on her quarters commotion . they decide it choking sort habitually and begins to guess , getting this birds worse resolves really pissed down i'm true locker au calls fashionable , do that stuck out laughing ? so over her superior a hundred dollar wow did unto came 4 worth search said meat pay another fucking tragically 30 jumped accidentally me as combined as trousers the next train include loaf
a girl|1.5|10|2|a girl joke nailed . 100 keep wonder
a girl|1.5|10|3|a girl fotograf she's lolipop love love into my seat so spelling over further on noodle railing enjoy an steaks hype already everything how many entendre way keeling see ? size tree you haggis dead and joy what's two lust yelled i'll before why more men get guys see them good fellow home and my seeming remarkable asking like doin accessory p ? wonder sir missing not nation's hypnotic religion politician if there reddit ears potatoes . avoid harder weight national car harley . sand
a girl|1.5|10|4|a girl entitled there in didn't his fully teaching by indies he am cut work astonished desert furniture from step . someday henlay sleep starts asking tires . attend walks smiled again meets like stopped all started promised what womans will hadn't punch anyone your t's and or sensual review then nervously johnny ? .
a girl|1.5|20|0|a girl passenger became voice family's christian neighboring gently counter seat pocket landed around my turn nope pauses
